ActivityID,Latitude,Longitude,SITE,Site_Name,Group_name,Submitted_by,Observation_date,DATE,Time,Light condition,Depth_metres,Water_temp_deg. C,Activity,Coral_No,Colour_Code_Lightest,Colour_Code_Darkest,Average_Colour,Coral_Type
afa9941f-3111-4ccd-ae86-24a6db17929f,-23.439604,151.91304,White Wedding,"Heron Island, White Wedding, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,16:30 PM,Full sunshine,1,25,Snorkeling,19,D2,D2,2,Branching corals
afa9941f-3111-4ccd-ae86-24a6db17929f,-23.439604,151.91304,White Wedding,"Heron Island, White Wedding, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,16:30 PM,Full sunshine,1,25,Snorkeling,20,D3,D3,3,Boulder corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,1,D2,D4,3,Branching corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,2,D2,D3,2.5,Soft corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,3,D1,D2,1.5,Branching corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,4,D2,D2,2,Branching corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,5,D3,D3,3,Branching corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,6,B3,B3,3,Soft corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,7,B3,D4,3.5,Soft corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,8,D2,D4,3,Plate corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,9,D3,D3,3,Soft corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,10,D1,D1,1,Branching corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,11,D2,D2,2,Branching corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,12,D3,D4,3.5,Boulder corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,13,D1,D3,2,Branching corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,14,E1,E4,2.5,Branching corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,15,D2,D2,2,Plate corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,16,D2,D2,2,Boulder corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,17,D2,D3,2.5,Boulder corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,18,D2,D2,2,Boulder corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,19,E2,E2,2,Branching corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,20,C2,C2,2,Plate corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,21,C1,C1,1,Plate corals
6865de03-b6ef-48ee-8e1a-59fdeefbab1c,-23.443404,151.906135,Heron Bommie,"Heron Island, Heron Bommie, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-28T14:00:00Z,28/10/2024,8:40 am,Full sunshine,16,25,Diving,22,D2,D2,2,Plate corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,1,D2,E3,2.5,Plate corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,2,D2,D3,2.5,Branching corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,3,C4,C4,4,Plate corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,4,D2,D2,2,Branching corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,5,D3,C5,4,Soft corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,6,D1,D2,1.5,Branching corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,7,B2,B3,2.5,Plate corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,8,D2,D5,3.5,Branching corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,9,D2,D2,2,Plate corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,10,C2,B3,2.5,Boulder corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,11,D2,D6,4,Plate corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,12,D2,D3,2.5,Boulder corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,13,D2,D2,2,Branching corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,14,D2,D3,2.5,Boulder corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,15,E2,E3,2.5,Boulder corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,16,C1,C3,2,Boulder corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,17,D2,D3,2.5,Branching corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,18,C2,C3,2.5,Soft corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,19,E4,E4,4,Boulder corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,20,D2,D2,2,Branching corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,21,D2,C3,2.5,Branching corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,22,C4,C4,4,Soft corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,23,D2,C3,2.5,Branching corals
a4a2bb26-1038-460d-bafd-f78868e7cd67,-23.433701,151.925003,Coral Cascade,"Heron Island, Coral Cascades, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick ,2024-10-27T14:00:00Z,27/10/2024,01:50AM,Cloudy,9,24,Diving,24,D2,C3,2.5,Soft corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,1,E3,E3,3,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,2,D2,D2,2,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,3,B3,E5,4,Boulder corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,4,E5,E5,5,Boulder corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,5,B2,B4,3,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,6,E4,E4,4,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,7,B3,B5,4,Boulder corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,8,E2,E2,2,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,9,B5,B5,5,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,10,B3,C5,4,Boulder corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,11,B2,B5,3.5,Boulder corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,12,B2,B5,3.5,Boulder corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,13,E4,E4,4,Plate corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,14,C2,C3,2.5,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,15,E2,E3,2.5,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,16,E2,E2,2,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,17,D1,D3,2,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,18,E2,E2,2,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,19,E2,E3,2.5,Branching corals
53f1ba13-8cf3-40a3-aadc-580f10648042,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Stephanie King,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,2,24,Snorkeling,20,D2,E4,3,Boulder corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,1,D2,D4,3,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,2,E3,E4,3.5,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,3,E2,E4,3,Boulder corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,4,D3,D3,3,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,5,E3,B4,3.5,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,6,D2,D4,3,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,7,E3,E4,3.5,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,8,E4,D5,4.5,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,9,D2,D3,2.5,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,10,D4,D4,4,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,11,D2,D4,3,Boulder corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,12,D3,D3,3,Plate corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,13,D4,D4,4,Plate corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,14,C1,C3,2,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,15,B4,B4,4,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,16,E4,E4,4,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,17,D4,D4,4,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,18,D3,D3,3,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,19,E4,E4,4,Branching corals
4e9cbbb4-57f9-436d-90e5-6cf069182ce1,-23.443769,151.91925,Shark Bay,"Heron Island, Shark Bay, Great Barrier Reef (QLD), Australia",Reef Check Australia,Emma Graff,2024-10-26T14:00:00Z,26/10/2024,11:30PM,Full sunshine,2,27,Snorkeling,20,E3,D3,3,Boulder corals
a638ef42-ed17-477e-bfea-2a0c5c9aeb7a,-23.4505,151.917007,Half Way,"Heron Island, Halfway, Great Barrier Reef (QLD), Australia",Reef Check Australia,Patrick De Tomasi,2024-10-26T14:00:00Z,26/10/2024,8:50 am,Full sunshine,7,24,Diving,1,D4,D4,4,Boulder corals
